"Timestamp","When did you start watching itswill?","How did you discover itswill?","How often do you watch itswill YouTube videos?","Are you subscribed to itswill on YouTube?","How often do you watch itswill?","How would you rate your overall experience watching itswill? ","Are you subscribed to itswill on Twitch?","Are you now or have you ever been banned in the itswill Livestream?","What do you primarily watch itswill for?","What's your favorite type of stream?","What types of itswill videos do you typically watch?","What is your favorite day-specific stream archetype?","What was your favorite itswill Special Edition Livestream?","What are your 3 favorite variety games/genres?","What is your favorite variety stream of all time?","What stream content would you most like to see come to life?","How do you typically discover the stream has started?","Do you have any Twitch extensions installed?","How much do you chat?","Has the itswill Livestream been a positive force in your life?","Are you a member of the itswill Discord server?","How many hours do you spend on Twitch per day? (average)","Other than itswill, how many streamers do you consistently watch?","How do you watch Twitch?","Which RuneScape games do you play?","Do you play Old School RuneScape?","What is your current age?","Are you right or left handed?","Do you identify as LGBTQ+?","What is your gender identity?","What is your sexuality?","What is your current relationship status?","What country are you from?","What country do you currently live in?","Do you have a driver's license?","Highest education level?","What is your current employment status?","What sports do you watch?","What sports do you play?","What types of games do you play?","What hobbies do you enjoy?","What's your favorite movie?","Have you read a book in the last 5 years?","Do you have a pet?","Type of subscription?","Was your subscription gifted?","How often do you interact with the itswill Discord?","What is your current total level in OSRS?","What game mode do you spend most of your time playing?","How many OSRS accounts do you have?","Have you ever gotten a fire cape?","Have you ever gotten an infernal cape?","What is your favorite skill in OSRS?","What is your least favorite skill in OSRS?","What OSRS content do you enjoy?","How do you feel about Sailing?","What state do you live in?","Do you work part or full time?","What's your field of work? ","Which kind of pets do you have?","Who would you like to see itswill collaborate with? (optional) ","What games would you like to see itswill play? (optional) ","What's your favorite emote? (optional) ","Who's your favorite chatter? (optional) ","When should the 15 minute buffer start?","Who's your favorite mod? (optional) ","Do you have any recommendations for overlay features? (optional)","Is hot chocolate a candy?","Is ""cock and balls"" redundant? Are the balls included in the definition of cock?","Have you ever worn pajama pants outside your house?","Have you ever cheated on a test?","Have you ever stolen something from the supermarket?","Do you think aliens exist?","Do you think ghosts exist?","Are you a furry?","How tall are you?","What's your number? Be honest."
"2025/04/22 8:57:07 PM EST","2024","Collaboration with another creator","Often","Yes","3-5 days per week","4","Yes","No","Variety","Variety","Stream vods","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Pokemon (Romhacks, nuzlockes)","Zoo Tycoon ","Every Lays flavor tier list","Twitch notification","","Lurker","Yes","Yes","5-6","1-2","TV","","No","24-29","Ambidexterous","Yes","Female","Bisexual","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","","","Indie","Working out;Reading;Listening to music;Gaming;Cooking;Drawing / Art","AKIRA","Yes","Yes","Prime","No","Never","","","","","","","","","","Connecticut","Full time","Fursuit Maker","Bird","","","ReallyGun","BigRobbiesBBQ","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","Yes","No","No","No","Yes","5'-5'3"" (152cm-160cm)","1"
"2025/04/22 9:00:00 PM EST","2024","Collaboration with another creator","Often","Yes","1-2 days per week","5","Yes","No","Old School Runescape","Variety","Main channel videos","Royal Titan Tuesday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Minecraft (Speedruns, collaborations)","","Undeniable Proof of Aliens Slideshow","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","No","No","5-6","3-4","Desktop","OSRS (main game);OSRS (leagues);OSRS (DMM)","Yes","18-23","Right","No","Male","Straight","Single","United Kingdom","United Kingdom","No","High school","Student","","Tennis","Indie;Roguelikes;RuneScape;RPGs","Reading;Watching television;Watching movies;Gaming;Cooking","Everything Everywhere All At Once","Yes","Yes","Prime","No","","2201-2276","Main","2","Yes","Yes","Agility","Construction","Skilling;Slayer;Bossing;Raiding","4","","","","Cat;Snails","Chiblee","Blue Prince, Baba Is You","glorpShakey","Snoopy","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","No","Yes","No","No","No","5'8""-5'11 (172cm-180cm)","2"
"2025/04/22 9:01:18 PM EST","Before 2019","YouTube recommendation","Often","Yes","1-2 days per week","4","No","No","Old School Runescape","Variety","Main channel videos","Variety Friday","Christmas Cooking Stream 2023","Classics (Fallout, Dead Rising, Elder Scrolls);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal);Pokemon (Romhacks, nuzlockes)","","Mario 64 16 Star","Twitch sidebar","BetterTTV","Lurker","Yes","No","1-2","6+","Desktop","OSRS (main game);OSRS (leagues);OSRS (DMM);RS3","Yes","30-35","Right","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","","tennis","FPS;Fighting Games;MOBA;RuneScape","Listening to music;Watching television;Watching movies;Gaming;Playing an instrument","the big short","Yes","Yes","","","","2001-2100","Group Ironman","3","Yes","Yes","Slayer","Thieving","Bossing;Raiding;PvP","4","Washington","Full time","IT","Cat","","","","","5:01:00 (5:16:00 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/22 9:04:26 PM EST","2024","Collaboration with another creator","Rarely / When I miss a stream","Yes","1-2 days per week","5","Yes","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Themed variety days (All pizza games, 0 player games)","I don’t remember the name of the game but that one horror game where Will had to cook for the restaurant but the horror was Will cooking. Shit had me in tears. ","Playing every Garfield game","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","Yes","5-6","6+","Mobile/Tablet","OSRS (main game)","No","24-29","Right","Yes","Female","Pansexual","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","","","Indie;Roguelikes;MOBA;RPGs;Board Games","Hiking;Gaming;Drawing / Art;Photography","Nacho Libre","No","Yes","Tier 1","No","Infrequently","","","","","","","","","","Massachusetts[B]","Part time","Retail","Cat","Chiblee","Harvester (please I am begging and if you have send the vod)","ICANT","Itswillchat","5:01:00 (5:16:00 should be late)","lusciousdev","","No","No","Yes","Yes","Yes","Yes","Yes","No","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/22 9:04:29 PM EST","Before 2019","Collaboration with another creator","Often","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Themed variety days (All pizza games, 0 player games);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","the one with the rat being squeezed","IRL Puzzle","Twitch sidebar","BetterTTV","Occasional chatter","Yes","No","<1","1-2","Desktop","OSRS (main game)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Associates degree","Employed","Baseball","","RuneScape;Other MMOs","Working out;Hiking;Running;Watching movies;Gaming","the bee movie","Yes","Yes","Tier 2","No","","2201-2276","Ironman","4","Yes","Yes","Agility","Runecraft","Skilling;Slayer;Raiding","2","Texas","Full time","Healthcare","Cat;Lizard","odablock or other variety streamers","all of them","idk","acrowoutside","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","yea get a better one","No","No","No","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","3"
"2025/04/22 9:13:47 PM EST","2019","Other creator mentioned him","Rarely / When I miss a stream","Yes","3-5 days per week","5","No","No","Old School Runescape","Pet Hunting","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations);Themed variety days (All pizza games, 0 player games)","Schedule 1","IRL Puzzle","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","Yes","1-2","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","Canada","Canada","Yes","Associates degree","NEET","","","FPS;RuneScape;RPGs","Reading;Watching television;Watching movies;Gaming","The Fellowship of the Ring","Yes","Yes","","","Infrequently","2277","Ironman","2","Yes","No","Magic","Smithing","Slayer;Bossing;Pet hunting;Collection log hunting","4","","","","Cat","Squeex, Chiblee","","","","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","No","No","No","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/22 9:15:44 PM EST","2021","Twitch recommendation","Every video","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Variety","Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Classics (Fallout, Dead Rising, Elder Scrolls)","Desert bus","Building the Robot","Twitch notification","BetterTTV;7TV","Occasional chatter","Yes","Yes","1-2","3-4","TV","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","Canada","Canada","Yes","Associates degree","Employed","Baseball;Hockey;F1 / Motorsports","Baseball;Strength sports ","Indie;Roguelikes;MOBA;RuneScape;RPGs","Working out;Listening to music;Watching television;Watching movies;Gaming;Cooking","Snatch","Yes","Yes","Prime","No","Infrequently","2001-2100","Main","1","Yes","No","Slayer","Mining","Skilling;Slayer;Bossing;Pet hunting;Collection log hunting","4","","Full time","Finance","Dog;Cat;Bird","NorthernLion","","","hello_snoopy","5:01:00 (5:16:00 should be late)","hello_snoopy","","No","No","Yes","No","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 9:19:23 PM EST","2024","Twitch recommendation","Never","No","1-2 days per week","4","No","No","Variety","Variety","","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","","Playing every Garfield game","Twitch sidebar","7TV","Lurker","Yes","No","1-2","3-4","Desktop","OSRS (main game)","Yes","18-23","Right","Yes","Male","Asexual","Single","Canada","Canada","No","High school","Employed","","","FPS;Indie;Roguelikes;MOBA;RuneScape","Running;Listening to music;Gaming;Cooking","Minecraft movie","Yes","No","","","","2277","Group Ironman","4","Yes","Yes","Strength","Agility","Bossing;Raiding;PvP","1","","Part time","Election Worker","","","","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 9:19:38 PM EST","2024","YouTube recommendation","Often","Yes","Less than once per week","1","Yes","No","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Classics (Fallout, Dead Rising, Elder Scrolls);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","me and itswill making out sloppy wet style on the family rug.","Every Lays flavor tier list","I show up at 5pm PST","","Occasional chatter","No","No","<1","1-2","Desktop","OSRS (main game);OSRS (leagues);RS3;2004Scape","Yes","<18","Right","Unsure","Male","Other","It's Complicated","Heard Island and McDonald Islands","Korea, North","Yes","Less than high school","Student","ur balls","muh balls","Indie;Roguelikes;RuneScape;Other MMOs;RPGs;Board Games","Working out;Running;Reading;Gaming;watching will from his window while naked","its will's extra freak friday","Yes","Yes","Prime","No","","1751-2000","Main","6+","Yes","No","Runecraft","Runecraft","Skilling;Slayer","4","","","","Cat;the guy i send to locate itswill","zezima","toontown (rewritten or corporate clash)","itsWillNakedBendingOverOmegaLul","you","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","please google ""blue waffle"" and put that on the screen","No","No","Yes","Yes","Yes","No","No","No","6'-6'3"" (183cm-190cm)","7"
"2025/04/22 9:22:19 PM EST","2023","Recommendation from a friend","Every video","Yes","3-5 days per week","5","No","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Minecraft (Speedruns, collaborations)","squeex minecraft speed run ","Undeniable Proof of Aliens Slideshow","Twitch notification","","Lurker","Yes","No","3-4","3-4","TV","","No","30-35","Right","Yes","Female","Bisexual","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Hockey","","Fighting Games;Roguelikes;Other MMOs;RPGs","Working out;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","the royal tenenbaums ","Yes","Yes","","","","","","","","","","","","","Oklahoma","Full time","Marketing","Dog","northernlion ","","","","5:01:00 (5:16:00 should be late)","","","Yes","No","Yes","Yes","No","Yes","Yes","No","5'-5'3"" (152cm-160cm)","1"
"2025/04/22 9:24:36 PM EST","2020","Twitch recommendation","Often","No","3-5 days per week","4","Yes","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","Christmas Cooking Stream 2023","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Pokemon (Romhacks, nuzlockes)","Fallout Mod one idk the name someone in chat made it w/ a bunch of stream references","Learn to Juggle","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","Yes","7-8","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Yes","Male","Bisexual","In a relationship","United States","United States","Yes","Associates degree","Unemployed","MMA","BJJ","Indie;Roguelikes;RuneScape;Other MMOs","Listening to music;Watching movies;Gaming","Battle Royale","Yes","Yes","Prime","No","Never","1251-1500","Main","1","Yes","No","Hunter","Slayer","Skilling;Pet hunting;Collection log hunting","1","Florida","","","Cat","Chiblee, Squeex","","DANKIES","me, snoopy, uparrow","5:01:00 (5:16:00 should be late)","hello_snoopy","","Yes","No","Yes","Yes","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/22 9:25:09 PM EST","2020","YouTube recommendation","Often","Yes","1-2 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy)","","Mariachi Band","Twitch sidebar","7TV","Lurker","Yes","Yes","<1","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Associates degree","Employed","","","Fighting Games;Indie;Roguelikes;RuneScape;RPGs","Working out;Listening to music;Watching television;Watching movies;Gaming;Cooking","N/A","Yes","Yes","","","Infrequently","2101-2200","Group Ironman","2","Yes","No","Slayer","Runecraft","Skilling;Slayer;Bossing;Raiding","2","Minnesota","Full time","Telecommunications","Cat","more hanner and squeex","","NOOO","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","2"
"2025/04/22 9:26:48 PM EST","2020","Collaboration with another creator","Every video","Yes","1-2 days per week","5","Yes","No","Old School Runescape","Variety","Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Roguelike (Balatro, Nubby, Ballionaire);Pokemon (Romhacks, nuzlockes);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","balatro","Every Lays flavor tier list","I show up at 5pm PST","BetterTTV;7TV","Active chatter","Yes","Yes","<1","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Baseball;Hockey;Soccer / Football","Tennis","FPS;Fighting Games;Roguelikes;MOBA;RuneScape;Other MMOs;Sports Video Games;Board Games","Working out;Listening to music;Gaming;Cooking;Drawing / Art;Photography","Troll 2","Yes","Yes","Prime","No","Infrequently","1751-2000","Main","2","Yes","No","Hunter","Prayer","Skilling;Slayer;Bossing;Raiding","3","Texas","Full time","Energy","Dog","","","","","5:00:01 (5:15:01 should be late)","","","No","No","No","Yes","Yes","No","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/22 9:40:45 PM EST","2022","Twitch recommendation","Often","Yes","3-5 days per week","5","No","No","Old School Runescape","Pet Hunting","Main channel videos","Royal Titan Tuesday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Classics (Fallout, Dead Rising, Elder Scrolls)","","Mariachi Band","Discord notification","","Occasional chatter","Yes","Yes","1-2","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Baseball","American Football","FPS;RuneScape","Working out;Running;Listening to music;Watching movies;Gaming","Fury","Yes","Yes","","","Never","2201-2276","Main","1","Yes","No","Thieving","Agility","Bossing;Pet hunting;Collection log hunting","3","Idaho","Full time","Law","Dog","Mia khalifa ","","","The crow guy ","5:00:01 (5:15:01 should be late)","yeet_dan","","No","No","Yes","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","3"
"2025/04/22 9:41:35 PM EST","2020","Other creator mentioned him","Often","Yes","1-2 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Variety Friday","Card Grading Special (If you pick this your entire survey will be discarded)","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","Egg Squeeze","Undeniable Proof of Aliens Slideshow","Twitch sidebar","BetterTTV;7TV","Occasional chatter","Yes","Yes","1-2","3-4","Desktop","OSRS (main game);2004Scape","Yes","30-35","Right","Unsure","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","None, sorry :(","I did fencing in high school does that count","FPS;Indie;Roguelikes;RuneScape;RPGs;Board Games","Hiking;Listening to music;Watching television;Watching movies;Gaming;Cooking;Do TCGs count","Donnie Darko","Yes","Yes","Tier 1","No","Never","2001-2100","Ultimate Ironman","3","Yes","No","Agility","Construction","Skilling;Slayer;Bossing;Raiding;PvP;Pet hunting;Collection log hunting","4","Massachusetts[B]","Full time","Pharmaceuticals","Cat","","","LaughHard","Snoopy","5:00:01 (5:15:01 should be late)","Amehzyn","","No","No","Yes","Yes","No","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 9:45:55 PM EST","2024","Collaboration with another creator","Often","Yes","1-2 days per week","4","Yes","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Classics (Fallout, Dead Rising, Elder Scrolls);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal)","","Playing Dark Souls","Twitch notification","BetterTTV;7TV;FrankerFaceZ","Lurker","No","No","7-8","3-4","Mobile/Tablet","","No","18-23","Right","Yes","Female","Straight","Single","United States","United States","Yes","High school","Employed","American Football","","Indie","Hiking;Reading;Listening to music;Watching movies;Gaming;Cooking;Drawing / Art;Playing an instrument","La Chinoise","Yes","No","Tier 1","Yes","","","","","","","","","","","Colorado","Part time","Arts","","emilycupholda","retro classics","emilycrock","itswillchat","5:00:01 (5:15:01 should be late)","hello_snoopy","minimal is best","No","No","Yes","Yes","No","Yes","Yes","No","5'-5'3"" (152cm-160cm)","1"
"2025/04/22 9:47:08 PM EST","2022","Twitch recommendation","Often","Yes","1-2 days per week","5","Yes","No","Old School Runescape","Leagues","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Minecraft (Speedruns, collaborations);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","Hardcore Minecraft with Squeex","Playing every Garfield game","I show up at 5pm PST","7TV","Occasional chatter","Yes","Yes","<1","0","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","High school","Employed","American Football;Basketball;Hockey;F1 / Motorsports","","FPS;Fighting Games;Indie;Roguelikes;RuneScape;Other MMOs;RPGs;Sports Video Games","Listening to music;Watching television;Watching movies;Gaming;Playing an instrument","Return of the King","Yes","No","Prime","No","Never","2277","Main","4","Yes","No","Agility","Slayer","Skilling;Bossing;Raiding;Pet hunting;Collection log hunting","4","Minnesota","Full time","Software Development","","Dame Lillard or Snoop Dogg","osrs","chickenWalk","twenty_five","5:00:01 (5:15:01 should be late)","lusciousdev","more ants getting swole","Yes","No","Yes","No","No","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/22 9:47:28 PM EST","2022","Twitch recommendation","Often","Yes","3-5 days per week","4","No","No","Old School Runescape","Leagues","Main channel videos","Skree Sunday","April Fools [HARDCORE]","Roguelike (Balatro, Nubby, Ballionaire);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Classics (Fallout, Dead Rising, Elder Scrolls)","","Mario 64 16 Star","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","Yes","9-10","6+","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Left","No","Male","Straight","Single","United States","United States","Yes","Associates degree","Unemployed","","","MOBA;RuneScape;RPGs","Listening to music;Gaming;Cooking","end of evangelion ","Yes","Yes","","","Never","2101-2200","Main","1","Yes","No","Woodcutting","Thieving","Slayer;Bossing","4","Wisconsin","","","Dog;Cat","","","","","5:00:01 (5:15:01 should be late)","hello_snoopy","","Yes","No","No","Yes","No","Yes","No","No","> 6'3 (> 190cm)","2"
"2025/04/22 9:51:01 PM EST","2022","Recommendation from a friend","Every video","Yes","1-2 days per week","5","Yes","No","Variety","Variety","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Classics (Fallout, Dead Rising, Elder Scrolls)","og oblivion","Undeniable Proof of Aliens Slideshow","I show up at 5pm PST","","Lurker","Yes","No","<1","1-2","Mobile/Tablet","OSRS (main game)","Yes","30-35","Right","Yes","Non-binary","Bisexual","Single","United States","United States","Yes","Less than high school","Employed","esports","Basketball","FPS;Fighting Games;Indie;Roguelikes;RPGs","Working out;Hiking;Running;Reading;Listening to music;Gaming;Cooking;Drawing / Art;Photography;Writing","Puss in Boots The Last Wish","Yes","Yes","Prime","No","","1501-1750","Main","4","No","No","Fishing","Attack","Skilling;Bossing;PvP;Pet hunting","3","Idaho","Full time","Manufacturing","Rabbit","squeex","oblivion","🦊","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","No","Yes","5'8""-5'11 (172cm-180cm)","1"
"2025/04/22 9:52:49 PM EST","2020","Twitch recommendation","Often","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Leagues","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","Poop Killer","Playing every Garfield game","Twitch sidebar","BetterTTV;7TV","Lurker","Yes","Yes","7-8","5-6","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Associates degree","Employed","","","FPS;MOBA;RuneScape;RPGs","Working out;Reading;Watching television;Watching movies;Gaming","The Prestige","Yes","Yes","Prime","No","Never","2277","Ironman","2","Yes","Yes","Herblore","Thieving","Skilling;Bossing;Raiding;Collection log hunting","2","Florida","Full time","ecommerce / auto","Cat","Northernlion / NLSS","","itswillChat","DivineZaros? (is this a chatter? I think i've heard this name before)","5:00:01 (5:15:01 should be late)","TimeLion","","Yes","No","Yes","Yes","Yes","Yes","No","No","> 6'3 (> 190cm)","2"
"2025/04/22 9:54:15 PM EST","2019","Recommendation from a friend","Often","No","1-2 days per week","5","Yes","No","Variety","Pet Hunting","Main channel videos","Skree Sunday","April Fools [HARDCORE]","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing)","squeex duo hc minecraft","Undeniable Proof of Aliens Slideshow","I show up at 5pm PST","7TV","Lurker","Yes","No","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","High school","Employed","American Football;Basketball;Hockey","Volleyball","FPS;Indie;Roguelikes;RuneScape;RPGs;Sports Video Games","Working out;Reading;Watching television;Watching movies;Gaming","LOTR the two towers","Yes","No","Tier 2","No","","1751-2000","Group Ironman","3","Yes","No","Crafting","Herblore","Skilling;Slayer;Bossing","3","Minnesota","Full time","Beer Distribution","","","","","","5:00:01 (5:15:01 should be late)","hello_snoopy","","No","No","Yes","Yes","No","Yes","Yes","No","6'-6'3"" (183cm-190cm)","3"
"2025/04/22 9:54:55 PM EST","2020","Twitch recommendation","Often","Yes","3-5 days per week","4","Yes","Yes","Old School Runescape","Pet Hunting","Main channel videos","Variety Friday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Classics (Fallout, Dead Rising, Elder Scrolls)","FONV","Mariachi Band","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","Yes","3-4","3-4","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","High school","Employed","Hockey","Hockey","FPS;Indie;Roguelikes;MOBA;RuneScape;Other MMOs","Listening to music;Watching movies;Gaming","HEAT (1995)","Yes","Yes","Tier 1","No","Never","2201-2276","Main","3","Yes","No","Hunter","Agility","Skilling;Slayer;Pet hunting;Collection log hunting","2","North Carolina","Part time","Social Services","Cat","uhhhhhhhhhhhh","more fallout games","sussy","acrowoutside, thought he was annoying at first, but hes grown on me","5:01:00 (5:16:00 should be late)","hello_snoopy","more drawers","No","No","No","No","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/22 10:09:52 PM EST","2021","Collaboration with another creator","Every video","Yes","3-5 days per week","5","No","No","Variety","Variety","Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing)","Hitman freelancer","Playing every Garfield game","I show up at 5pm PST","BetterTTV","Lurker","Yes","No","1-2","1-2","Mobile/Tablet","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;Baseball;Soccer / Football","","FPS;Indie;Roguelikes;RuneScape;RPGs;Sports Video Games","Listening to music;Gaming;Woodworking ","Monty python an the quest for the holy grail","No","Yes","","","","2201-2276","Main","2","Yes","No","Farming","Herblore","Skilling;Slayer","3","Arkansas","Full time","Transportation","Dog","","","It’swillendthestreammyguy","Hello_snoopy","5:00:01 (5:15:01 should be late)","VTheVictim","","No","No","Yes","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
